software_name,username,location,country
UCLOrengoGroup_cath-tools,tonyelewis,"London, UK",United Kingdom
UCLOrengoGroup_cath-tools,sillitoe,"London, UK",United Kingdom
UCLOrengoGroup_cath-tools,anadon,The Internet,None
mcveanlab_mccortex,noporpoise,Los Angeles,United States
mcveanlab_mccortex,rec3141,,None
mcveanlab_mccortex,fbergroth,,None
mcveanlab_mccortex,gitter-badger,Safe in the Gitter den,Cape Verde
ncbi_ncbi-vdb,klymenko,,None
ncbi_ncbi-vdb,aboshkin,,None
ncbi_ncbi-vdb,kwrodarmer,,None
ncbi_ncbi-vdb,wraetz,,None
ncbi_ncbi-vdb,kdurbrow,,None
ncbi_ncbi-vdb,durbrow,,None
ncbi_ncbi-vdb,alexukr,,None
ncbi_ncbi-vdb,a-nikitiuk,,None
ncbi_ncbi-vdb,aiskhakov,North Pole,North Korea
ncbi_ncbi-vdb,vartanianmh,,None
ncbi_ncbi-vdb,ksrodarmer,,None
ncbi_ncbi-vdb,boshkins,"Herndon, VA",United States
ncbi_ncbi-vdb,yaschenk,,None
ncbi_ncbi-vdb,pwl,Kraków,Iran
ncbi_ncbi-vdb,jrandall,"Cambridge, UK",United Kingdom
ncbi_ncbi-vdb,sandrobe-nih,,None
ncbi_ncbi-vdb,mdshw5,"Boston, MA",United States
mozack_abra2,mozack,"Chapel Hill, NC",United States
mozack_abra2,lmose,,None
mozack_abra2,alanhoyle,"Chapel Hill, NC, USA",United States
mozack_abra2,dmcmanam,"New York, NY",United States
fstrozzi_Fastool,fstrozzi,"Paris, France",France
ewels_MultiQC,ewels,"Stockholm, Sweden",Sweden
ewels_MultiQC,apeltzer,"Biberach an der Riss, Germany",Germany
ewels_MultiQC,vladsaveliev,Melbourne,Australia
ewels_MultiQC,ErikDanielsson,Lund/Stockholm,Sweden
ewels_MultiQC,Redmar-van-den-Berg,,None
ewels_MultiQC,chuan-wang,Stockholm,Sweden
ewels_MultiQC,iimog,Würzburg,Peru
ewels_MultiQC,cpavanrun,Utrecht,Netherlands
ewels_MultiQC,Hammarn,Uppsala,Sweden
ewels_MultiQC,tbooth,"Edinburgh, UK",United Kingdom
ewels_MultiQC,jfy133,"Leipzig, Germany",Germany
ewels_MultiQC,chrispyatt,,None
ewels_MultiQC,erinyoung,"Salt Lake City, UT",United States
ewels_MultiQC,remiolsen,"Stockholm, Sweden",Sweden
ewels_MultiQC,jchorl,,None
ewels_MultiQC,aledj2,London,United Kingdom
ewels_MultiQC,ddesvillechabrol,"Paris, France",France
ewels_MultiQC,zwdzwd,Philadelphia,United States
ewels_MultiQC,t-neumann,Vienna,Austria
ewels_MultiQC,sstadick,Boulder Colorado,United States
ewels_MultiQC,sachalau,,None
ewels_MultiQC,matthdsm,"Ghent, Belgium",Belgium
ewels_MultiQC,moonso,Stockholm,Sweden
ewels_MultiQC,subwaystation,"Tübingen, Germany",Germany
ewels_MultiQC,joachimwolff,"Freiburg, Germany",Germany
ewels_MultiQC,boulund,"Stockholm, Sweden",Sweden
ewels_MultiQC,alexanderscholz,,None
ewels_MultiQC,nh13,,None
ewels_MultiQC,TCLamnidis,"Leipzig, Germany",Germany
ewels_MultiQC,robinandeer,Stockholm,Sweden
ewels_MultiQC,Maarten-vd-Sande,"Nijmegen, the Netherlands",Netherlands
ewels_MultiQC,ssjunnebo,,None
ewels_MultiQC,noirot,Toulouse,France
ewels_MultiQC,guillermo-carrasco,Stockholm,Sweden
ewels_MultiQC,cerebis,Sydney Australia,Australia
ewels_MultiQC,vezzi,Stockholm (Sweden),Sweden
ewels_MultiQC,winni2k,"Stockholm, Sweden",Sweden
ewels_MultiQC,maxibor,"Jena, Germany",Germany
ewels_MultiQC,dakl,Stockholm,Sweden
ewels_MultiQC,lpantano,Boston,United States
ewels_MultiQC,hxin,,None
ewels_MultiQC,lukaw3d,Slovenia,Slovenia
ewels_MultiQC,nservant,"Paris, France",France
ewels_MultiQC,dpryan79,"Basel, Switzerland / Freiburg, Germany",Germany
ewels_MultiQC,chapmanb,"Boston, MA",United States
ewels_MultiQC,caspargross,Tübingen,Guinea
ewels_MultiQC,Imipenem,,None
ewels_MultiQC,jamorrison,"Grand Rapids, MI",United States
ewels_MultiQC,Zethson,Germany,Germany
ewels_MultiQC,avsastry,"San Diego, CA",United States
ewels_MultiQC,abretaud,"Rennes, France",France
ewels_MultiQC,sophie22,,None
ewels_MultiQC,a-frantz,"Memphis, TN",United States
ewels_MultiQC,juliangehring,,None
ewels_MultiQC,ktmeaton,"Hamilton, ON",Canada
ewels_MultiQC,gartician,"Portland, OR",United States
ewels_MultiQC,Smeds,Uppsala,Sweden
ewels_MultiQC,maxulysse,Stockholm,Sweden
ewels_MultiQC,tsnowlan,"Oslo, Norway",Norway
ewels_MultiQC,senthil10,Stockholm,Sweden
ewels_MultiQC,sergpolly,"Worcester, MA",United States
ewels_MultiQC,andrei-seleznev,"Melbourne, Australia",Australia
ewels_MultiQC,HLWiencko,"Dublin, Ireland",Ireland
ewels_MultiQC,elizabethcook21,Utah,United States
ewels_MultiQC,roryk,"Branford, CT",United States
ewels_MultiQC,bwlang,,None
ewels_MultiQC,mwhamgenomics,,None
ewels_MultiQC,berguner,"Vienna, Austria",Austria
ewels_MultiQC,hami-sh,Brisbane,Australia
ewels_MultiQC,avilella,"Cambridge, UK",United Kingdom
ewels_MultiQC,claymcleod,"Memphis, TN",United States
ewels_MultiQC,Rotholandus,,None
ewels_MultiQC,megumi-mori,,None
ewels_MultiQC,brainstorm,"Melbourne, Victoria, Australia",Australia
ewels_MultiQC,epruesse,"Denver, CO, USA",United States
ewels_MultiQC,bichkd,"Cambridge, MA",United States
ewels_MultiQC,johanneskoester,"Essen, Germany",Germany
ewels_MultiQC,StephenRicher,,None
ewels_MultiQC,pooranis,,None
ewels_MultiQC,g-pacheco,"Aarhus, Denmark.",Denmark
ewels_MultiQC,fgvieira,Copenhagen,Denmark
ewels_MultiQC,antgonza,"Boulder, Colorado",United States
ewels_MultiQC,BiscuitCandy,,None
ewels_MultiQC,cschu,,None
ewels_MultiQC,davidealbanese,Italia,Italy
ewels_MultiQC,jakevc,"Portland, OR",United States
ewels_MultiQC,marcelm,Stockholm,Sweden
ewels_MultiQC,rdali,"Montreal, Canada",Canada
ewels_MultiQC,slazicoicr,,None
ewels_MultiQC,FlorianThibord,"Framingham, MA",United States
ewels_MultiQC,HofLucien,,None
ewels_MultiQC,moxgreen,,None
ewels_MultiQC,JodyZhu,,None
ewels_MultiQC,alneberg,Stockholm,Sweden
ewels_MultiQC,jrderuiter,Amsterdam,Netherlands
ewels_MultiQC,kpalin,"Helsinki, Finland",Finland
ewels_MultiQC,matmu,,None
ewels_MultiQC,BINF-GSC,,None
ewels_MultiQC,mikewolfe,,None
ewels_MultiQC,mlusignan,,None
katholt_Kaptive,rrwick,"Melbourne, Australia",Australia
katholt_Kaptive,kelwyres,,None
katholt_Kaptive,katholt,,None
brentp_gsort,brentp,"Utrecht, Netherlands",Netherlands
brentp_gsort,mikecormier,,None
LanLab_shigeifinder,mjohnpayne,,None
LanLab_shigeifinder,tthnguyen11,,None
rmcolq_pandora,mbhall88,"Sunshine Coast, Australia",Australia
rmcolq_pandora,leoisl,,None
rmcolq_pandora,ffranr,"London, UK",United Kingdom
rmcolq_pandora,iqbal-lab,,None
rmcolq_pandora,rmcolq,Edinburgh,United Kingdom
rmcolq_pandora,rob-p,"College Park, MD",United States
mlbendall_telescope,mlbendall,Washington DC,United States
cbg-ethz_haploclique,armintoepfer,Gelsenkirchen,Germany
cbg-ethz_haploclique,Tesafilm1,,None
cbg-ethz_haploclique,brnrdlang,Germany,Germany
cbg-ethz_haploclique,MaryamZaheri,,None
cbg-ethz_haploclique,SoapZA,"Basel, Switzerland",Switzerland
cbg-ethz_haploclique,DrYak,,None
cbg-ethz_haploclique,tobiasmarschall,"Düsseldorf, Germany",Germany
cbg-ethz_haploclique,riccardomurri,"Zurich, Switzerland",Switzerland
jkbonfield_crumble,jkbonfield,"Cambridge, UK",United Kingdom
jkbonfield_crumble,kjsanger,UK,United Kingdom
jkbonfield_crumble,mcshane,"Cambridge, UK",United Kingdom
ViennaRNA_Treekin,mtw,"Vienna, Austria",Austria
ViennaRNA_Treekin,RaumZeit,Vienna/Austria,Austria
ViennaRNA_Treekin,ivohof,"Vienna, Austria",Austria
ViennaRNA_Treekin,bad-ants-fleet,Vienna,Austria
cbg-ethz_SCIPhI,singerj,,None
cbg-ethz_SCIPhI,winni2k,"Stockholm, Sweden",Sweden
cbg-ethz_SCIPhI,yech1990,,None
scwatts_hicap,scwatts,,None
bcgsc_transabyss,kmnip,"Vancouver, BC, Canada",Canada
bcgsc_transabyss,sjackman,"Vancouver, Canada",Canada
bcgsc_transabyss,warrenlr,"Vancouver, BC",Canada
Washington-University_workbench,coalsont,,None
Washington-University_workbench,jschindl,,None
Washington-University_workbench,ignatenkobrain,"Brno, Czech Republic",Czech Republic
Washington-University_workbench,yarikoptic,Planet Earth,None
Washington-University_workbench,ellisdg,University of Nebraska Medical Center,United States
Washington-University_workbench,jcupitt,"London, UK",United Kingdom
telatin_porfast,telatin,"Norwich, UK",United Kingdom
broadinstitute_mvicuna,tomkinsc,"East Coast, USA",United States
broadinstitute_mvicuna,yesimon,"Cambridge, MA",United States
multiz_multiz,rsharris,,None
multiz_multiz,multiz,,None
nanoporetech_spliced_bam2gff,bsipos,"Oxford, UK",United Kingdom
nanoporetech_spliced_bam2gff,AsaONT,,None
hall-lab_extract_sv_reads,ernfrid,"Saint Louis, MO",United States
CellProfiler_centrosome,0x00b1,"Somerville, MA",United States
CellProfiler_centrosome,thouis,"Cambridge, MA, USA",United States
CellProfiler_centrosome,jni,"Melbourne, VIC, Australia",Australia
CellProfiler_centrosome,AetherUnbound,United States,United States
CellProfiler_centrosome,mcquin,"Seattle, WA",United States
CellProfiler_centrosome,oleksandr-pavlyk,"Austin, TX",United States
CellProfiler_centrosome,ljosa,Massachusetts,United States
CellProfiler_centrosome,bethac07,,None
CellProfiler_centrosome,tischi,,None
CellProfiler_centrosome,DavidStirling,"London, UK",United Kingdom
CellProfiler_centrosome,radioxoma,UTC+3,Macao
CellProfiler_centrosome,jsilter,,None
CellProfiler_centrosome,JDWarner,Arizona,United States
CellProfiler_centrosome,lowks,"Selangor, Malaysia",Malaysia
CellProfiler_centrosome,nicholsn,"SF Bay Area, CA",United States
CellProfiler_centrosome,hellowhistler,"San Francisco, CA",United States
GuyAllard_SPINGO,GuyAllard,,None
GuyAllard_SPINGO,feargalr,,None
ViennaRNA_forgi,Bernhard10,,None
ViennaRNA_forgi,pkerpedjiev,,None
ViennaRNA_forgi,tcarlile,,None
ViennaRNA_forgi,irenekb,,None
tseemann_snippy,tseemann,"Melbourne, AUSTRALIA",United States
tseemann_snippy,andersgs,Australia,Australia
tseemann_snippy,fmaguire,"Halifax, Nova Scotia, Canada",Canada
tseemann_snippy,RoyChaudhuri,,None
tseemann_snippy,saramonzon,Madrid,Spain
abyzovlab_CNVnator,suvakov,"Belgrade, Serbia",Serbia
abyzovlab_CNVnator,abyzov,"Rochester, MN",United States
abyzovlab_CNVnator,dnil,,None
abyzovlab_CNVnator,ShobanaSekar,,None
abyzovlab_CNVnator,bintriz,,None
abyzovlab_CNVnator,hyphaltip,Riverside,United States
abyzovlab_CNVnator,indraniel,,None
abyzovlab_CNVnator,zamaudio,Australia,Australia
abyzovlab_CNVnator,joelmartin,These United States,United States
abyzovlab_CNVnator,mkarpiarz,,None
abyzovlab_CNVnator,MikeDacre,Palo Alto,United States
abyzovlab_CNVnator,nathanweeks,"Iowa, USA",United States
cov-ert_datafunk,benjamincjackson,"Edinburgh, UK",United Kingdom
cov-ert_datafunk,ViralVerity,,None
cov-ert_datafunk,rmcolq,Edinburgh,United Kingdom
cov-ert_datafunk,xiaoyu518,Edinburgh UK,United Kingdom
cov-ert_datafunk,aineniamh,Edinburgh,United Kingdom
cov-ert_datafunk,rambaut,,None
ThimotheeV_Tadarida-D,YvesBas,,None
ThimotheeV_Tadarida-D,DidierBas,,None
ThimotheeV_Tadarida-D,touilleMan,"Grenoble, France",France
ThimotheeV_Tadarida-D,ThimotheeV,,None
lozuponelab_SCNIC,shafferm,"Fort Collins, CO",United States
lozuponelab_SCNIC,epruesse,"Denver, CO, USA",United States
lozuponelab_SCNIC,kthurimella,"San Francisco, CA",United States
rust-bio_rust-bio-tools,johanneskoester,"Essen, Germany",Germany
rust-bio_rust-bio-tools,FelixMoelder,"Germany, Essen",Germany
rust-bio_rust-bio-tools,fxwiegand,Dortmund,Germany
rust-bio_rust-bio-tools,HenningTimm,Germany,Germany
rust-bio_rust-bio-tools,github-actions[bot],,None
rust-bio_rust-bio-tools,tedil,,None
rust-bio_rust-bio-tools,thomasmulvaney,,None
rust-bio_rust-bio-tools,natir,Düsseldorf,Ecuador
rust-bio_rust-bio-tools,dlaehnemann,,None
rust-bio_rust-bio-tools,eclarke,"Philadelphia, PA",United States
rust-bio_rust-bio-tools,mbargull,,None
rust-bio_rust-bio-tools,Centril,Sweden,Sweden
rust-bio_rust-bio-tools,rhagenson,"Omaha, NE",United States
kensung-lab_hypo,Ritu-Kundu,Singapore,Singapore
tseemann_dehomopolymerate,tseemann,"Melbourne, AUSTRALIA",United States
fickludd_dinosaur,fickludd,"Lund, Sweden",Sweden
fickludd_dinosaur,MatthewThe,,None
fickludd_dinosaur,flevander,,None
WGS-TB_PathOGiST,realseanla,,None
WGS-TB_PathOGiST,jowong4,,None
WGS-TB_PathOGiST,matnguyen,"Vancouver, Canada",Canada
WGS-TB_PathOGiST,alexsweeten,"Vancouver, BC",Canada
WGS-TB_PathOGiST,cchauve,"British Columbia, Canada",Canada
WGS-TB_PathOGiST,Leonardini,London,United Kingdom
smirarab_sepp-refs,smirarab,,None
seqan_anise_basil,holtgrewe,Berlin,Germany
Illumina_Pisces,tamsen,,None
Illumina_Pisces,gwennberry,,None
Illumina_Pisces,eallen-illumina,,None
andvides_selectFasta,andvides,,None
rmcolq_make_prg,bricoletc,,None
rmcolq_make_prg,mbhall88,"Sunshine Coast, Australia",Australia
rmcolq_make_prg,martinghunt,,None
CPTR-ReSeqTB_UVP,mezewudo,,None
CPTR-ReSeqTB_UVP,dfornika,"Vancouver, BC",Canada
zhanxw_rvtests,zhanxw,,None
zhanxw_rvtests,dajiangliu,,None
zhanxw_rvtests,bitdeli-chef,"San Francisco,CA",United States
zhanxw_rvtests,SteadyLight,,None
HudsonAlpha_rust-fmlrc,holtjma,,None
dviraran_xCell,dviraran,Israel,Israel
dviraran_xCell,grst,"Innsbruck, Austria",Austria
dviraran_xCell,kant,Planet Earth...,None
ewafula_MetaClassifier,ewafula,,None
COMBAT-TB_tbvcfreport,thobalose,.za,Algeria
COMBAT-TB_tbvcfreport,pvanheus,,None
yannponty_RNARedPrint,s-will,"Palaiseau, France",France
yannponty_RNARedPrint,yannponty,,None
yannponty_RNARedPrint,wangwei881108,,None
carlosproca_autospill,carlosproca,,None
rrwick_Filtlong,rrwick,"Melbourne, Australia",Australia
rrwick_Filtlong,pmenzel,Berlin,Germany
sanger-pathogens_chado-tools,puethe,"Cambridge, UK",United Kingdom
sanger-pathogens_chado-tools,trstickland,"Wellcome Genome Campus, Hinxton, Cambridge, UK.",United Kingdom
sanger-pathogens_chado-tools,ssjunnebo,,None
SciLifeLab_TIDDIT,J35P312,,None
SciLifeLab_TIDDIT,vezzi,Stockholm (Sweden),Sweden
SciLifeLab_TIDDIT,dnil,,None
SciLifeLab_TIDDIT,jemten,,None
SciLifeLab_TIDDIT,countdigi,"Tampa, FL USA",United States
klugem_watchdog,klugem,,None
evolbioinfo_gotree,fredericlemoine,Paris,France
evolbioinfo_gotree,albertyw,"San Francisco, CA",United States
jessieren_VirFinder,jessieren,,None
jessieren_VirFinder,mlangill,"Halifax, Nova Scotia, Canada",Canada
chadlaing_feht,chadlaing,Canada,Canada
chadlaing_feht,gcttong,"Markham, Ontario",Canada
lmdu_pyfastx,lmdu,"Chengdu, China",China
lmdu_pyfastx,cmorganl,"Vienna, Austria",Austria
lmdu_pyfastx,khillion,Morlaix,France
sstadick_perbase,sstadick,Boulder Colorado,United States
sstadick_perbase,1ndy,UIUC,Niue
MarWoes_wg-blimp,MarWoes,,None
Integrative-Transcriptomics_DamageProfiler,JudithNeukamm,"Winterthur, Switzerland",Switzerland
Integrative-Transcriptomics_DamageProfiler,apeltzer,"Biberach an der Riss, Germany",Germany
Integrative-Transcriptomics_DamageProfiler,alexhbnr,"Leipzig, Germany",Germany
Integrative-Transcriptomics_DamageProfiler,jfy133,"Leipzig, Germany",Germany
wtsi-hpag_PretextSnapshot,EdHarry,,None
FlorianThibord_OptimiR,FlorianThibord,"Framingham, MA",United States
FlorianThibord_OptimiR,daissi,,None
Azure_azure-xplat-cli,amarzavery,"Redmond, WA",United States
Azure_azure-xplat-cli,yugangw-msft,"Redmond,WA",United States
Azure_azure-xplat-cli,romangromov,"Russia, Yaroslavl",Russia
Azure_azure-xplat-cli,anuchandy,Redmond,United States
Azure_azure-xplat-cli,huangpf,,None
Azure_azure-xplat-cli,roman-boltunov,"Russia, Ivanovo",Russia
Azure_azure-xplat-cli,ruslangabitov,,None
Azure_azure-xplat-cli,yaxia,,None
Azure_azure-xplat-cli,balajikris,United States,United States
Azure_azure-xplat-cli,vivsriaus,,None
Azure_azure-xplat-cli,babumuralidharan,,None
Azure_azure-xplat-cli,xmbms,"Shanghai,China",China
Azure_azure-xplat-cli,anton-evseev,,None
Azure_azure-xplat-cli,namratab,,None
Azure_azure-xplat-cli,guangyang,,None
Azure_azure-xplat-cli,shuagarw,Redmond,United States
Azure_azure-xplat-cli,tjanczuk,"Redmond, WA",United States
Azure_azure-xplat-cli,jeffwilcox,"Seattle, WA",United States
Azure_azure-xplat-cli,lodejard,,None
Azure_azure-xplat-cli,phvannor,"Menlo Park, CA",United States
Azure_azure-xplat-cli,gucalder,,None
Azure_azure-xplat-cli,markcowl,,None
Azure_azure-xplat-cli,jeffreychenmsft,,None
Azure_azure-xplat-cli,suwatch,"Redmond, WA",United States
Azure_azure-xplat-cli,EvgenyAgafonchikov,,None
Azure_azure-xplat-cli,siddheshwar-more,Pune,India
Azure_azure-xplat-cli,xingwu1,,None
Azure_azure-xplat-cli,hovsepm,Redmond,United States
Azure_azure-xplat-cli,alfantp,,None
Azure_azure-xplat-cli,orangemocha,,None
Azure_azure-xplat-cli,acharyarajiv,India,United States
Azure_azure-xplat-cli,avranju,"Palakkad, India",India
Azure_azure-xplat-cli,shraddhaagrawal,"Pune,India",India
Azure_azure-xplat-cli,vikasmathod,,None
Azure_azure-xplat-cli,ejarvi,"Redmond, WA",United States
Azure_azure-xplat-cli,flyrobin,,None
Azure_azure-xplat-cli,mattmazzola,"Seattle, WA",United States
Azure_azure-xplat-cli,gladiacxtylish,,None
Azure_azure-xplat-cli,Matt-Westphal,,None
Azure_azure-xplat-cli,vcanaa,,None
Azure_azure-xplat-cli,msfcolombo,,None
Azure_azure-xplat-cli,rkmanda,,None
Azure_azure-xplat-cli,jianghaolu,"Redmond, WA",United States
Azure_azure-xplat-cli,glennblock,Seattle,United States
Azure_azure-xplat-cli,darshanhs90,"Redmond,WA",United States
Azure_azure-xplat-cli,fearthecowboy,"Bothell, WA",United States
Azure_azure-xplat-cli,ahosnyms,,None
Azure_azure-xplat-cli,MikhailTryakhov,Bellevue,United States
Azure_azure-xplat-cli,NaveenGoli,"Redmond, WA",United States
Azure_azure-xplat-cli,hwind,United States,United States
Azure_azure-xplat-cli,pofallon,"Florida, US",United States
Azure_azure-xplat-cli,nbikhchandani,Redmond,United States
Azure_azure-xplat-cli,varadahemeswari,,None
Azure_azure-xplat-cli,GuoyuHao,,None
Azure_azure-xplat-cli,wisexp,,None
Azure_azure-xplat-cli,pvbchak,India,United States
Azure_azure-xplat-cli,yuezh,Shanghai,China
Azure_azure-xplat-cli,loudej,"Seattle, WA",United States
Azure_azure-xplat-cli,matt-gibbs,,None
Azure_azure-xplat-cli,vsemogutor,,None
Azure_azure-xplat-cli,andrew-mestas,,None
Azure_azure-xplat-cli,Tiano2017,,None
Azure_azure-xplat-cli,theunrepentantgeek,"Wellington, New Zealand",New Zealand
Azure_azure-xplat-cli,toddreifsteck,,None
Azure_azure-xplat-cli,stankovski,"Redmond, WA",United States
Azure_azure-xplat-cli,davidebbo,"Redmond, WA, USA",United States
Azure_azure-xplat-cli,fkjellberg,,None
Azure_azure-xplat-cli,giyer,"Redmond, WA",United States
Azure_azure-xplat-cli,yamatoya,Japan,Japan
Azure_azure-xplat-cli,devigned,"Cleveland, OH",United States
Azure_azure-xplat-cli,moisesac,,None
Azure_azure-xplat-cli,andyliuliming,Shanghai,China
Azure_azure-xplat-cli,begoldsm,,None
Azure_azure-xplat-cli,ShyykoSerhiy,Canada,Canada
Azure_azure-xplat-cli,Skantha,,None
Azure_azure-xplat-cli,songkaiape,shanghai,China
Azure_azure-xplat-cli,colrack,Italy,Italy
Azure_azure-xplat-cli,FrankSiegemund,"Seattle, WA",United States
Azure_azure-xplat-cli,harshithaamit,"Redmond, WA",United States
Azure_azure-xplat-cli,paulbatum,"Redmond, WA",United States
Azure_azure-xplat-cli,suyogms,,None
Azure_azure-xplat-cli,yungezz,Shanghai China,China
Azure_azure-xplat-cli,dependabot[bot],,None
Azure_azure-xplat-cli,einaros,"Oslo, Norway",Norway
Azure_azure-xplat-cli,jasper-schneider,,None
Azure_azure-xplat-cli,v-diveer,,None
Azure_azure-xplat-cli,ahmetb,"Seattle, WA",United States
Azure_azure-xplat-cli,azuresdkci,,None
Azure_azure-xplat-cli,carlowahlstedt,Kentucky,United States
Azure_azure-xplat-cli,HenrikFrystykNielsen,"Seattle, WA",United States
Azure_azure-xplat-cli,HenryRawas,,None
Azure_azure-xplat-cli,jcookems,"Seattle, WA",United States
Azure_azure-xplat-cli,1mahesh,,None
Azure_azure-xplat-cli,nneul,"Rolla, MO",United States
Azure_azure-xplat-cli,ppawiggers,"Amsterdam, The Netherlands",Netherlands
Azure_azure-xplat-cli,pomortaz,Greater Seattle Area,Western Sahara
Azure_azure-xplat-cli,pranavkm,"Bellevue, WA",United States
Azure_azure-xplat-cli,squillace,"New York, San Francisco, Seattle",United States
Azure_azure-xplat-cli,shawnweisfeld,"Austin, TX",United States
Azure_azure-xplat-cli,shichaoh,,None
RomainFeron_mgwa_utils,RomainFeron,"Lausanne, Switzerland",Switzerland
vaquerizaslab_fanc,kaukrise,,None
vaquerizaslab_fanc,liz-is,,None
vaquerizaslab_fanc,vaquerizaslab,,None
artic-network_Porechop,rrwick,"Melbourne, Australia",Australia
artic-network_Porechop,rambaut,,None
artic-network_Porechop,nickloman,,None
artic-network_Porechop,jvolkening,"Wisconsin, USA",United States
artic-network_Porechop,rmcolq,Edinburgh,United Kingdom
artic-network_Porechop,aineniamh,Edinburgh,United Kingdom
biopet_validatefastq,ffinfo,,None
biopet_validatefastq,rhpvorderman,,None
biopet_validatefastq,DavyCats,,None
biobakery_graphlan,fasnicar,"Trento, Italy",Italy
biobakery_graphlan,fbeghini,,None
biobakery_graphlan,sagun98,,None
biobakery_graphlan,ljmciver,,None
PatrickRWright_CopraRNA,martin-raden,,None
PatrickRWright_CopraRNA,eggzilla,,None
PatrickRWright_CopraRNA,JensGeorg,,None
COMBINE-lab_cuttlefish,jamshed,"College Park, Maryland",United States
COMBINE-lab_cuttlefish,rob-p,"College Park, MD",United States
rabix_bunny,sivkovic,New York,United States
rabix_bunny,milos-ljubinkovic,,None
rabix_bunny,markosbg,,None
rabix_bunny,simonovic86,Belgrade,Serbia
rabix_bunny,AleksandarPetrovicSBG,,None
rabix_bunny,sinisa88,"Belgrade, Serbia",Serbia
rabix_bunny,adamstruck,"Portland, OR",United States
rabix_bunny,StarvingMarvin,"Belgrade, Serbia",Serbia
rabix_bunny,halilozercan,Ankara,Turkey
rabix_bunny,ntijanic,,None
rabix_bunny,smiljevic,Belgrade,Serbia
rabix_bunny,buchanae,"Portland, OR",United States
rabix_bunny,bogdang989,,None
rabix_bunny,ivanbatic,"Belgrade, Serbia",Serbia
rabix_bunny,mr-c,"Berlin, Germany",Germany
rabix_bunny,pr80ik,"San Francisco, CA",United States
geraldinepascal_FROGS,fescudie,,None
geraldinepascal_FROGS,geraldinepascal,"Toulouse, France",France
geraldinepascal_FROGS,olivierrue,,None
geraldinepascal_FROGS,mahendra-mariadassou,"Jouy-en-Josas, France",France
geraldinepascal_FROGS,mariabernard,"Jouy en Josas, France",France
geraldinepascal_FROGS,frederic-mahe,"Montpellier, France",France
geraldinepascal_FROGS,ValentinMarcon,"Paris, FRANCE",France
TimoLassmann_kalign,TimoLassmann,"Perth, Western Australia",Australia
TimoLassmann_kalign,mr-c,"Berlin, Germany",Germany
TimoLassmann_kalign,tseemann,"Melbourne, AUSTRALIA",United States
TimoLassmann_kalign,alienzj,Hong Kong,Hong Kong
dariober_cnv_facets,dariober,"Glasgow, UK",United Kingdom
YuSugihara_QTL-seq,YuSugihara,"Kyoto, Japan",Japan
pierrepo_seq-to-first-iso,lilianyc,,None
pierrepo_seq-to-first-iso,pierrepo,"Paris, France",France
alexherbig_MultiVCFAnalyzer,jfy133,"Leipzig, Germany",Germany
alexherbig_MultiVCFAnalyzer,alexherbig,"Jena, Germany",Germany
alexherbig_MultiVCFAnalyzer,apeltzer,"Biberach an der Riss, Germany",Germany
brentp_smoove,brentp,"Utrecht, Netherlands",Netherlands
brentp_smoove,chapmanb,"Boston, MA",United States
brentp_smoove,ernfrid,"Saint Louis, MO",United States
brentp_smoove,brwnj,"Salt Lake City, UT",United States
brentp_smoove,lindenb,"Nantes, France",France
marbl_merqury,arangrhie,,None
marbl_merqury,kant,Planet Earth...,None
marbl_merqury,enormandeau,Québec,Cuba
ohlerlab_RiboseQC,lcalviell,,None
ohlerlab_RiboseQC,zslastman,,None
ohlerlab_RiboseQC,ohlerlab,,None
ohlerlab_RiboseQC,opplatek,"Philadelphia, PA, USA",United States
bcgsc_LINKS,MurathanGoktas,"Vancouver, Canada",Canada
bcgsc_LINKS,yamanmalkoc,Vancouver,Canada
bcgsc_LINKS,warrenlr,"Vancouver, BC",Canada
bcgsc_LINKS,sjackman,"Vancouver, Canada",Canada
bcgsc_LINKS,lcoombe,"Vancouver, BC",Canada
bcgsc_LINKS,vlad0x00,"Vancouver, Canada",Canada
genome_mendelscan,nnutter,"Troy, IL",United States
genome_mendelscan,dkoboldt,Ohio,United States
genome_mendelscan,jtobin,,None
genenotebook_genenotebook,holmrenser,,None
genenotebook_genenotebook,renovate-bot,,None
genenotebook_genenotebook,dependabot[bot],,None
genenotebook_genenotebook,abretaud,"Rennes, France",France
genenotebook_genenotebook,renovate[bot],,None
genenotebook_genenotebook,mboudet,,None
arpcard_rgi,raphenya,Hamilton,Bermuda
arpcard_rgi,fmaguire,"Halifax, Nova Scotia, Canada",Canada
arpcard_rgi,agmcarthur,"Hamilton, Ontario, Canada",Canada
arpcard_rgi,lautty,,None
arpcard_rgi,arpcard,,None
arpcard_rgi,innovate-invent,,None
arpcard_rgi,dependabot[bot],,None
arpcard_rgi,nebfield,"Cambridge, UK",United Kingdom
arpcard_rgi,zitsen,China,Nicaragua
arpcard_rgi,jordangumm,"Ann Arbor, MI",United States
arpcard_rgi,rmzelle,"Vermont, USA",United States
lgautier_fastq-and-furious,lgautier,,None
lgautier_fastq-and-furious,evanbiederstedt,,None
freebayes_freebayes,ekg,"Napoli, IT / Memphis, TN",United States
freebayes_freebayes,pjotrp,Groningen,Netherlands
freebayes_freebayes,jnumm,,None
freebayes_freebayes,Nheyer,,None
freebayes_freebayes,tsibley,Seattle,United States
freebayes_freebayes,sambrightman,London,United Kingdom
freebayes_freebayes,wlokhorst,,None
