software_name,username,location,country
lingluodlut_Att-ChemdNER,lingluodlut,Bethesda ,United States
ncbi-nlp_BioC-JSON,don-comeau-NCBI,,None
ksahlin_BESST,ksahlin,,None
ksahlin_BESST,jvhaarst,"Wageningen, Netherlands",Netherlands
ksahlin_BESST,mfranberg,Sweden,Sweden
ksahlin_BESST,rchikhi,France,France
ksahlin_BESST,olest,"Cambridge, UK",United Kingdom
ksahlin_BESST,AskPascal,Uppsala,Sweden
ksahlin_BESST,ralic,Taiwan,Taiwan
ksahlin_BESST,sidorov-si,Russian Federation,Russia
ksahlin_BESST,yuragal,,None
loopasam_Brain,loopasam,Basel CH,Switzerland
voracva1_CoLiDe,voracva1,,None
dpryan79_SE-MEI,dpryan79,"Basel, Switzerland / Freiburg, Germany",Germany
NetLand-NTU_HopLand,NetLand-NTU,Singapore,Singapore
BioimageInformaticsTampere_RegBenchmark,kimmokartasalo,,None
SpatialTranscriptomicsResearch_st_pipeline,jfnavarro,Barcelona,Spain
SpatialTranscriptomicsResearch_st_pipeline,elhb,"Stockholm, Sweden",Sweden
SpatialTranscriptomicsResearch_st_pipeline,Alexander-Stuckey,,None
SpatialTranscriptomicsResearch_st_pipeline,maaskola,,None
SpatialTranscriptomicsResearch_st_pipeline,jsh58,,None
alastair-droop_fqtools,alastair-droop,"Cambridge, UK",United Kingdom
alastair-droop_fqtools,kloetzl,,None
sebastiandaberdaku_AntibodyInterfacePrediction,sebastiandaberdaku,,None
NGSeq_ViraPipe,aim11,FInland,Finland
SamStudio8_goldilocks,SamStudio8,"Birmingham, UK",United Kingdom
SamStudio8_goldilocks,ar0ch,,None
SamStudio8_goldilocks,gitter-badger,Safe in the Gitter den,Cape Verde
rwehrens_ptw,rwehrens,"Wageningen, Netherlands",Netherlands
rwehrens_ptw,zeehio,Hamburg area,Germany
sipss_AlpsNMR,zeehio,Hamburg area,Germany
sipss_AlpsNMR,Francisco-madrid-gambin,,None
sipss_AlpsNMR,Hgracia,,None
sipss_AlpsNMR,nturaga,,None
sipss_AlpsNMR,lshep,,None
uci-cbcl_D-GEX,yil8,"Irvine, CA",United States
saschajung_RefBool,saschajung,,None
saschajung_RefBool,AndrasHartmann,,None
kundajelab_gkmexplain,AvantiShri,,None
kundajelab_gkmexplain,evaprakash,,None
sequana_sequana,cokelaer,"Paris, France",France
sequana_sequana,ddesvillechabrol,"Paris, France",France
sequana_sequana,rlegendre,"Paris, France",France
sequana_sequana,khourhin,,None
sequana_sequana,maelledaunesse,,None
sequana_sequana,arfon,Edinburgh,United Kingdom
nyiuab_BhGLM,nyiuab,,None
nyiuab_BhGLM,boyiguo1,"Birmingham, AL, USA",United States
mcveanlab_mccortex,noporpoise,Los Angeles,United States
mcveanlab_mccortex,rec3141,,None
mcveanlab_mccortex,fbergroth,,None
mcveanlab_mccortex,gitter-badger,Safe in the Gitter den,Cape Verde
yoheirosen_vg,ekg,"Napoli, IT / Memphis, TN",United States
yoheirosen_vg,adamnovak,,None
yoheirosen_vg,edawson,Working From Home,Burkina Faso
yoheirosen_vg,glennhickey,Canada,Canada
yoheirosen_vg,jeizenga,"Santa Cruz, CA",United States
yoheirosen_vg,JervenBolleman,,None
yoheirosen_vg,jltsiren,"Santa Cruz, California, USA",United States
yoheirosen_vg,mlin,"Honolulu, HI, USA",United States
yoheirosen_vg,buske,"Toronto, ON",Canada
yoheirosen_vg,yoheirosen,,None
yoheirosen_vg,AlexanderSavelyev,,None
yoheirosen_vg,yhoogstrate,The Netherlands,Netherlands
yoheirosen_vg,mzueva,"Russia, Saint-Petersburg",Russia
yoheirosen_vg,richarddurbin,Cambridge,United States
yoheirosen_vg,ktym,Japan,Japan
yoheirosen_vg,6br,,None
yoheirosen_vg,abeconnelly,,None
yoheirosen_vg,alexjironkin,"London, UK",United Kingdom
yoheirosen_vg,spiral-genetics,"Seattle, WA",United States
yoheirosen_vg,colindaven,"Hannover Medical School, Germany",Germany
yoheirosen_vg,konradjk,,None
yoheirosen_vg,lexnederbragt,Norway,Norway
yoheirosen_vg,waffle-iron,"Boulder, CO",United States
yoheirosen_vg,ryan-williams,New York,United States
yoheirosen_vg,gitter-badger,Safe in the Gitter den,Cape Verde
yoheirosen_vg,benedictpaten,UCSC,United States
yoheirosen_vg,byoo,,None
yoheirosen_vg,ivargr,,None
yoheirosen_vg,NickSto,"Washington, DC",United States
yoheirosen_vg,tanessav,,None
MichaelPHStumpf_Peitho,jonasmac16,,None
MichaelPHStumpf_Peitho,MichaelPHStumpf,,None
mkanai_grimon,mkanai,"Boston, MA",United States
intermine_interMineR,kostaskyritsis,"Thessaloniki, Greece",Greece
intermine_interMineR,rachellyne,,None
intermine_interMineR,nturaga,,None
intermine_interMineR,yochannah,Cambridge,United States
intermine_interMineR,ashishpriyadarshiCIC,"New Delhi, India",India
intermine_interMineR,danielabutano,Cambridge,United States
intermine_interMineR,hpages,,None
intermine_interMineR,vobencha,San Francisco,United States
intermine_interMineR,LiNk-NY,"New York City, NY",United States
intermine_interMineR,sowla,,None
intermine_interMineR,celions,,None
yu-lab-vt_SynQuant,yu-lab-vt,"Arlington, VA",United States
yu-lab-vt_SynQuant,ccwang92,"Arlington, VA",United States
yu-lab-vt_SynQuant,freemanwyz,"Arlington, VA",United States
yu-lab-vt_SynQuant,mengfanwang,,None
yu-lab-vt_SynQuant,Weizheng96,,None
spatkar94_NetworkAnnotation,spatkar94,,None
yannrivault_queryMed,yannrivault,,None
yannrivault_queryMed,nolwenn,,None
gurinovich_PopCluster,gurinovich,Boston,United States
yaarasegre_EPIQ,yaarasegre,,None
ratschlab_ribodiff,yizhong,"Shanghai, China",China
ratschlab_ribodiff,vipints,New York City,United States
ratschlab_ribodiff,ratsch,Zurich,Switzerland
ddarriba_pll-modules,amkozlov,,None
ddarriba_pll-modules,BenoitMorel,,None
ddarriba_pll-modules,Pbdas,,None
ddarriba_pll-modules,ddarriba,"A Coruña, Spain",Spain
ddarriba_pll-modules,lukashuebner,,None
ddarriba_pll-modules,lutteropp,"Munich, Germany",Germany
joewandy_peak-grouping-alignment,joewandy,"Glasgow, United Kingdom",United Kingdom
lmdu_krait,lmdu,"Chengdu, China",China
nh13_dwgsim,nh13,,None
nh13_dwgsim,iontorrent-dev,,None
nh13_dwgsim,cielavenir,Inside the Yamanote-line,Sint Maarten
nh13_dwgsim,EdwardBetts,"Cambridge, UK",United Kingdom
nh13_dwgsim,jerowe,"Merrimack, NH, USA",United States
nh13_dwgsim,karel-brinda,"Boston, MA",United States
nh13_dwgsim,sjackman,"Vancouver, Canada",Canada
nh13_dwgsim,joachimjacob,,None
nh13_dwgsim,jts,"Toronto, Canada",Canada
mschubert_clustermq,mschubert,"Amsterdam, NL",Netherlands
mschubert_clustermq,klmr,"London, UK",United Kingdom
mschubert_clustermq,barzine,Paris,France
mschubert_clustermq,matthewstrasiotto,Eora/Sydney,Canada
mschubert_clustermq,jeroen,Netherlands / California,United States
mschubert_clustermq,wlandau,"Indianapolis, IN",United States
mschubert_clustermq,brendanf,"Uppsala, Sweden",Sweden
mschubert_clustermq,ashiklom,,None
mschubert_clustermq,gabora,"Heidelberg, Germany",Germany
mschubert_clustermq,mattwarkentin,"Toronto, Ontario, Canada",Canada
mschubert_clustermq,kaneplusplus,,None
mschubert_clustermq,PhDyellow,,None
mschubert_clustermq,marcosci,Göttingen,Guinea
wangzengmiao_VCNet,wangzengmiao,,None
xypan1232_DislncRF,xypan1232,,None
clotelab_RNAiFold,jantonio-garciamartin,,None
mehr-een_bemkl-rbps,mehr-een,,None
crbs_probabilitymapviewer,coleslaw481,,None
gevaertlab_MultimodalPrognosis,anikacheerla,,None
gevaertlab_MultimodalPrognosis,ogevaert,,None
suyashss_variant_validation,suyashss,,None
JavonSun_mvbc,JavonSun,"3300 Engineering & Computational Sciences Building Norfolk, Virginia 23529-0162",Saint Vincent and the Grenadines
LinearFold_LinearFold,VincentZhangOR,,None
LinearFold_LinearFold,LinearFold,,None
LinearFold_LinearFold,lianghuang3,"Corvallis, OR",United States
LinearFold_LinearFold,sizhen,,None
mirTime_mirtime,gpwls23,,None
LeeMendelowitz_maligner,LeeMendelowitz,"Washington, DC",United States
samocooper_nuclitrack,samocooper,,None
deeptools_pyGenomeTracks,lldelisle,"Lausanne, Switzerland",Switzerland
deeptools_pyGenomeTracks,fidelram,,None
deeptools_pyGenomeTracks,bgruening,Freiburg (Germany),Germany
deeptools_pyGenomeTracks,joachimwolff,"Freiburg, Germany",Germany
deeptools_pyGenomeTracks,vivekbhr,the Netherlands,Netherlands
deeptools_pyGenomeTracks,LeilyR,,None
deeptools_pyGenomeTracks,Phlya,"Edinburgh, United Kingdom",United Kingdom
deeptools_pyGenomeTracks,mikewolfe,,None
deeptools_pyGenomeTracks,djakubosky,,None
ratschlab_spladder,akahles,,None
ratschlab_spladder,warrenmcg,"Chicago, IL",United States
ratschlab_spladder,izcram,,None
ratschlab_spladder,ratsch,Zurich,Switzerland
saorisakaue_GREP,saorisakaue,Boston,United States
mitogen_gabac,voges,,None
mitogen_gabac,MueFab,Hannover,Germany
mitogen_gabac,tparidae,,None
mitogen_gabac,brianbliss-ncsa,,None
mitogen_gabac,DanielNaro,,None
arezourahimi_mtgsbc,arezourahimi,,None
piquelab_QuASAR,ctharve,,None
piquelab_QuASAR,rpique,Detroit,United States
piquelab_QuASAR,gmoyerbrailean,"San Diego, CA",United States
piquelab_QuASAR,cakalita,,None
spotify_annoy,erikbern,New York City,United States
spotify_annoy,eddelbuettel,"Chicago, IL, USA",United States
spotify_annoy,chdsbd,"Boston, MA",United States
spotify_annoy,ReneHollander,Switzerland,Switzerland
spotify_annoy,novoselrok,Slovenia,Slovenia
spotify_annoy,tjrileywisc,,None
spotify_annoy,berkerpeksag,"Helsinki, Finland",Finland
spotify_annoy,LTLA,San Francisco,United States
spotify_annoy,starius,Earth,None
spotify_annoy,psobot,"New York, New York",United States
spotify_annoy,dvenum,,None
spotify_annoy,yonromai,NYC,United States
spotify_annoy,maumueller,,None
spotify_annoy,Quasimondo,,None
spotify_annoy,rbares,,None
spotify_annoy,karlhigley,"New York, NY",United States
spotify_annoy,keithmcneill,,None
spotify_annoy,natanlaverde,,None
spotify_annoy,NegatioN,"Oslo, Norway",Norway
spotify_annoy,orf,London,United Kingdom
spotify_annoy,rosmo,"Amsterdam, Netherlands",Netherlands
spotify_annoy,MrChrisJohnson,"New York, NY",United States
spotify_annoy,Joshua-Chin,,None
spotify_annoy,linhtran174,Hanoi,Vietnam
spotify_annoy,lisitsyn,Russia,Russia
spotify_annoy,fredrikluo,"Oslo, Norway /Beijing, China",China
spotify_annoy,hanabi1224,,None
spotify_annoy,heytitle,127.0.0.1,None
spotify_annoy,ajkl,,None
spotify_annoy,andrewnc,,None
spotify_annoy,a1k0n,San Francisco Bay Area,United States
spotify_annoy,anukaal,भारत,Iraq
spotify_annoy,bgokden,Netherlands,Netherlands
spotify_annoy,liam-thunder,China,Nicaragua
spotify_annoy,DataWaveAnalytics,,None
spotify_annoy,dcdillon,"Chicago, IL",United States
spotify_annoy,ohld,"Moscow, Russia",Russia
spotify_annoy,lenguyenthedat,Singapore,Singapore
spotify_annoy,Calinou,"Troyes, France",France
spotify_annoy,johnistan,"Boulder, CO",United States
spotify_annoy,tirkarthi,"Bangalore, India",India
spotify_annoy,kevindoyle,"Los Angeles, CA",United States
spotify_annoy,loide,"Manaus, Brazil",Brazil
spotify_annoy,ogrisel,"Paris, France",France
spotify_annoy,pishen,"Taipei, Taiwan",Taiwan
spotify_annoy,Pranjalya,India,United States
spotify_annoy,piskvorky,Prague,Czech Republic
spotify_annoy,RahulHP,Chicago,United States
spotify_annoy,rshest,"London, UK",United Kingdom
spotify_annoy,thvasilo,"Seattle, WA",United States
spotify_annoy,tdhopper,"Raleigh, NC",United States
spotify_annoy,benbo,,None
spotify_annoy,danstowell,,None
spotify_annoy,jimkang,Boston,United States
spotify_annoy,ronxin,"Ann Arbor, MI, USA",United States
spotify_annoy,thoellt,,None
spotify_annoy,yoshoku,Japan,Japan
S-YIN_MIXnorm,S-YIN,,None
KIT-MBS_pydca,MehariBZ,,None
KIT-MBS_pydca,oskar-taubert,,None
CMUSchwartzLab_RAD,yifengtao,Pittsburgh,United States
budach_pysster,budach,,None
tarjxvf_metasmc,tarjxvf,,None
nygenome_SCANVIS,agiusp,New York,United States
AliJam82_MDIPA,AliJam82,,None
siamakz_BNBR,siamakz,,None
aldenleung_OMBlast,aldenleung,,None
aldenleung_OMBlast,yuxuanyuan,HK & Perth,United Kingdom
ncbi_sratoolkit,klymenko,,None
ncbi_sratoolkit,kwrodarmer,,None
ncbi_sratoolkit,Klortho,,None
ncbi_sratoolkit,dummey,"Saint Louis, MO",United States
ncbi_sratoolkit,yaschenk,,None
uclinfectionimmunity_Decombinator,niclas-thomas,,None
uclinfectionimmunity_Decombinator,JamieHeather,,None
qm2_gpress,qm2,,None
blackrim_treePL,blackrim,"Ann Arbor, MI",United States
blackrim_treePL,josephwb,Sector ZZ9 Plural Z Alpha,Equatorial Guinea
blackrim_treePL,wrightaprilm,"Hammond, LA",United States
blackrim_treePL,hettling,,None
debbiemarkslab_evcouplings,thomashopf,,None
debbiemarkslab_evcouplings,aggreen,Boston,United States
debbiemarkslab_evcouplings,b-schubert,,None
debbiemarkslab_evcouplings,sophiamersmann,Berlin,Germany
debbiemarkslab_evcouplings,sacdallago,Munich,Germany
debbiemarkslab_evcouplings,joemin,,None
debbiemarkslab_evcouplings,ChannyClaus,,None
debbiemarkslab_evcouplings,kpgbrock,,None
CRUKMI-ComputationalBiology_PCR_Error_Correction,kimosaby2001,,None
xwBio_RRBSsim,xwBio,"Hangzhou, China",China
alexander-nash_kurtosis_conservation,alexander-nash,,None
jdstorey_edge,ajbass,"Princeton, NJ",United States
jdstorey_edge,jdstorey,"Princeton, NJ USA",United States
jdstorey_edge,ncchung,,None
jdstorey_edge,slowkow,,None
datduong_RECOV,datduong,Los Angeles and Culver City,Bosnia and Herzegovina
bvalot_panISa,bvalot,,None
bvalot_panISa,porpanisa,,None
bvalot_panISa,ccouchoud,,None
bvalot_panISa,sladinji,france,France
ISA-tools_OntoMaton,eamonnmag,Geneva,Switzerland
ISA-tools_OntoMaton,agbeltran,UK,United Kingdom
ISA-tools_OntoMaton,proccaserra,Oxford,United Kingdom
ISA-tools_OntoMaton,djcomlab,Uppsala/Oxford,United States
ISA-tools_OntoMaton,annapaola,Geneva,Switzerland
mrahma23_IDMIL,mrahma23,,None
TRON-Bioinformatics_ArtiFusion,patricksorn,,None
schatzlab_genomescope,mschatz,,None
schatzlab_genomescope,MariaNattestad,,None
schatzlab_genomescope,fritzsedlazeck,"Houston, Texas, USA",United States
schatzlab_genomescope,hanfang,,None
schatzlab_genomescope,jvhaarst,"Wageningen, Netherlands",Netherlands
GReD-Clermont_CLIFinder,ppouchin,Clermont-Ferrand,France
GReD-Clermont_CLIFinder,YRenaud,,None
raphael-group_hierarchical-hotnet,matthewreyna,,None
sdrogers_ms2ldaviz,sdrogers,"Glasgow, UK",United Kingdom
sdrogers_ms2ldaviz,joewandy,"Glasgow, United Kingdom",United Kingdom
sdrogers_ms2ldaviz,sverhoeven,,None
sdrogers_ms2ldaviz,laurabzz,Glasgow,Gabon
sdrogers_ms2ldaviz,ymcdull,Glasgow,Gabon
sdrogers_ms2ldaviz,ocherwei,,None
sdrogers_ms2ldaviz,justinjjvanderhooft,"Wageningen, The Netherlands",Netherlands
sdrogers_ms2ldaviz,RonanDaly,,None
sdrogers_ms2ldaviz,mwang87,,None
sdrogers_ms2ldaviz,n-elie,France,France
BioDataLearning_XGEP,BioDataLearning,,None
boutroslab_caRpools,jwinter6,"Heidelberg, Germany",Germany
uc-bd2k_paslincs,abbyry,"Cincinnati, OH",United States
uc-bd2k_paslincs,Mario-Medvedovic,,None
novasmedley_deepRadiogenomics,novasmedley,"San Francisco, CA",United States
simongog_sdsl-lite,simongog,San Jose,Uruguay
simongog_sdsl-lite,mpetri,"Melbourne, Australia",Australia
simongog_sdsl-lite,tb38,,None
simongog_sdsl-lite,fmontoto,,None
simongog_sdsl-lite,xosh,,None
simongog_sdsl-lite,olydis,"Santa Clara, CA, USA",United States
simongog_sdsl-lite,niklasb,"Frankfurt, Germany",Germany
simongog_sdsl-lite,ekg,"Napoli, IT / Memphis, TN",United States
simongog_sdsl-lite,fermeise,"Berlin, Germany",Germany
simongog_sdsl-lite,koeppl,Japan,Japan
simongog_sdsl-lite,farruggia,"Zürich, Switzerland",Switzerland
simongog_sdsl-lite,hmusta,"Zurich, Switzerland",Switzerland
simongog_sdsl-lite,kdm9,"Tübingen, DE",United States
simongog_sdsl-lite,Kimundi,"Dortmund, Germany",Germany
simongog_sdsl-lite,rkonow,,None
simongog_sdsl-lite,rsharris,,None
simongog_sdsl-lite,chrisbarber,,None
simongog_sdsl-lite,danielsaad,Taguatinga - DF,Tanzania
simongog_sdsl-lite,diegocaro,Chile,Chile
simongog_sdsl-lite,JMMackenzie,"Melbourne, Australia",Australia
simongog_sdsl-lite,turpinandrew,,None
simongog_sdsl-lite,bruce3557,Taiwan,Taiwan
simongog_sdsl-lite,felipelouza,Brazil,Brazil
simongog_sdsl-lite,harrymvr,"Boston, United States",United States
simongog_sdsl-lite,Euler314,,None
simongog_sdsl-lite,jlabeit,Berlin - Germany,Germany
simongog_sdsl-lite,Murray1991,,None
simongog_sdsl-lite,mr-c,"Berlin, Germany",Germany
simongog_sdsl-lite,stefan-it,"Near Munich, Germany",Germany
simongog_sdsl-lite,thinred,,None
simongog_sdsl-lite,ugermann,"Edinburgh, UK",United Kingdom
simongog_sdsl-lite,adriangbrandon,,None
simongog_sdsl-lite,amallia,New York,United States
simongog_sdsl-lite,franramirez688,Madrid,Spain
simongog_sdsl-lite,mbesta,,None
simongog_sdsl-lite,smdgjmigop,,None
simongog_sdsl-lite,vpfautz,,None
ivankovlab_HypercubeME,ivorobyev,,None
ivankovlab_HypercubeME,ivankovlab,,None
ivankovlab_HypercubeME,LauAvinyo,Barcelona,Spain
RUBi-ZA_MD-TASK,davidbrownza,"Grahamstown, South Africa",South Africa
RUBi-ZA_MD-TASK,michaelglenister,,None
RUBi-ZA_MD-TASK,oliserand,"Grahamstown, South Africa",South Africa
mikelhernaez_iDoComp,iochoa,,None
mikelhernaez_iDoComp,mikelhernaez,"Urbana, IL, USA",United States
jianhao2016_METHCOMP,jianhao2016,,None
magStra_GPseudoRank,magStra,,None
cui-lab_multigems,cui-lab,"Riverside, CA",United States
sunshanwen_BP4RNAseq,sunshanwen,,None
sunshanwen_BP4RNAseq,hpages,,None
sunshanwen_BP4RNAseq,jwokaty,,None
bionlproc_adversarial-relation-classification,AnthonyMRios,"San Antonio, TX",United States
jgans_thermonucleotideBLAST,jgans,,None
rochoa85_myChEMBL,rochoa85,,None
ebecht_hypergate,ebecht,,None
ebecht_hypergate,SamGG,"Marseille, France",None
ebecht_hypergate,kant,Planet Earth...,None
broadgsa_gatk-protected,eitanbanks,,None
broadgsa_gatk-protected,MauricioCarneiro,"Cambridge, MA USA",United States
broadgsa_gatk-protected,droazen,,None
broadgsa_gatk-protected,kshakir,,None
broadgsa_gatk-protected,chartl,,None
broadgsa_gatk-protected,vdauwera,"Cambridge, MA",United States
broadgsa_gatk-protected,ronlevine,,None
broadgsa_gatk-protected,jmthibault79,,None
broadgsa_gatk-protected,ldgauthier,,None
broadgsa_gatk-protected,kvg,"Cambridge, MA",United States
broadgsa_gatk-protected,vruano,"Cambridge, MA, USA",United States
broadgsa_gatk-protected,amilev,,None
broadgsa_gatk-protected,kgururaj,,None
broadgsa_gatk-protected,lfrancioli,,None
broadgsa_gatk-protected,yfarjoun,"Cambridge, MA",United States
broadgsa_gatk-protected,kcibul,"Cambridge, MA",United States
broadgsa_gatk-protected,meganshand,,None
broadgsa_gatk-protected,davidbenjamin,United States,United States
broadgsa_gatk-protected,samuelklee,,None
broadgsa_gatk-protected,asivache,,None
broadgsa_gatk-protected,takutosato,"Cambridge, MA",United States
broadgsa_gatk-protected,lucidtronix,"Cambridge, MA",United States
broadgsa_gatk-protected,fleharty,United States,United States
broadgsa_gatk-protected,dvoet,,None
broadgsa_gatk-protected,lbergelson,United States,United States
broadgsa_gatk-protected,ttjordan,Boston,United States
broadgsa_gatk-protected,alecw,,None
broadgsa_gatk-protected,cmnbroad,,None
broadgsa_gatk-protected,mccowan,Somewhere profile chickens have pajama pants,Northern Mariana Islands
broadgsa_gatk-protected,erniebrau,,None
broadgsa_gatk-protected,SHuang-Broad,"Cambridge, MA, USA",United States
broadgsa_gatk-protected,cwhelan,,None
broadgsa_gatk-protected,pdexheimer,,None
broadgsa_gatk-protected,whitejo,,None
broadgsa_gatk-protected,bradtaylor,Cambridge MA,United States
broadgsa_gatk-protected,johandahlberg,Uppsala,Sweden
broadgsa_gatk-protected,chandrans,,None
broadgsa_gatk-protected,rpoplin,"Mountain View, CA",United States
broadgsa_gatk-protected,seru71,,None
broadgsa_gatk-protected,evolvedmicrobe,"San Francisco, CA",United States
broadgsa_gatk-protected,abaumann,,None
broadgsa_gatk-protected,a-nikitiuk,,None
broadgsa_gatk-protected,bertrandh,"Seattle, WA",United States
broadgsa_gatk-protected,ctsa,San Diego,United States
broadgsa_gatk-protected,gglobster,"Boston, MA",United States
broadgsa_gatk-protected,knoblett,,None
broadgsa_gatk-protected,pancheto,Santiago de Compostela,Philippines
broadgsa_gatk-protected,LeeTL1220,,None
broadgsa_gatk-protected,mlinderm,,None
broadgsa_gatk-protected,nc6,Zürich,Mexico
broadgsa_gatk-protected,pjfan,,None
broadgsa_gatk-protected,lindenb,"Nantes, France",France
broadgsa_gatk-protected,rdmoore79,,None
broadgsa_gatk-protected,biocyberman,"Aalborg, Denmark",Denmark
broadgsa_gatk-protected,chapmanb,"Boston, MA",United States
broadgsa_gatk-protected,geoffjentry,"Cambridge, MA",United States
broadgsa_gatk-protected,skashin,"Cambridge, MA",United States
broadgsa_gatk-protected,skwalker,,None
broadgsa_gatk-protected,xingwei2012,London,United Kingdom
lbroseus_TALC,lbroseus,,None
TobiasMadsen_ncdDetect2,TobiasMadsen,,None
AlgoLab_shark,tmunimib,,None
AlgoLab_shark,ldenti,,None
AlgoLab_shark,yp,"Bergamo, Italy",Italy
AlgoLab_shark,mpre,"St. Gallen, CH",Sri Lanka
jglamine_phage,laa89,,None
jglamine_phage,jglamine,,None
jglamine_phage,chg60,,None
jglamine_phage,PhageGuy,,None
csoneson_countsimQC,csoneson,,None
csoneson_countsimQC,nturaga,,None
csoneson_countsimQC,vobencha,San Francisco,United States
csoneson_countsimQC,kant,Planet Earth...,None
csoneson_countsimQC,hpages,,None
PacificBiosciences_IsoSeq_SA3nUP,Magdoll,California,United States
PacificBiosciences_IsoSeq_SA3nUP,mhsieh,"East Menlo Park, California, USA",United States
YakhiniGroup_SpectraPh,shayben,Israel,Israel
YakhiniGroup_SpectraPh,yakhini-group,,None
erikagardini_spathial,erikagardini,,None
erikagardini_spathial,federicogiorgi,,None
Illumina_canvas,eroller,,None
Illumina_canvas,StephenTanner,San Diego,United States
Illumina_canvas,shulik7,San Diego,United States
Illumina_canvas,ahalpern,,None
Illumina_canvas,svc-tc-bioinfo,,None
Illumina_canvas,abladon,,None
Illumina_canvas,ctsa,San Diego,United States
opencb_hpg-aligner,raulmorenogaldon,,None
opencb_hpg-aligner,martineh,CASTELLON,Cameroon
opencb_hpg-aligner,jtarraga,,None
opencb_hpg-aligner,agaor,,None
VGligorijevic_deepNF,VGligorijevic,,None
ZexuanSun_DTF-Drug-Synergy,ZexuanSun,,None
adrlar_CanSNPer,adrlar,London,United Kingdom
adrlar_CanSNPer,emilhaegglund,Uppsala,Sweden
adrlar_CanSNPer,druvus,Sweden,Sweden
adrlar_CanSNPer,CarolineOhrman,,None
tylii_ddap,tylii,,None
fra82_comorbidity4j,fra82,Barcelona,Spain
cimm-kzn_RuDReC,tutubalinaev,Russia,Russia
cimm-kzn_RuDReC,dartrevan,Kazan,Turkey
cimm-kzn_RuDReC,Andoree,,None
cimm-kzn_RuDReC,Ilseyar,,None
cimm-kzn_RuDReC,Zulfat,,None
lptolik_SpatialKappa,davidcsterratt,,None
lptolik_SpatialKappa,DemonSoftUK,,None
lptolik_SpatialKappa,donal-s,,None
lptolik_SpatialKappa,lptolik,,None
fanglab_MatrixEpistasis,zhushijia,"New York, NY, USA",United States
BMILAB_TSAPA,BMILAB,,None
BMILAB_TSAPA,wo1908,,None
yuhanH_HPViewer,yuhanH,,None
drzh_defor,drzh,,None
zhangy72_LncRNA-ID,zhangy72,United States,United States
BioDataLearning_DeepCirCode,BioDataLearning,,None
lh3_minimap2,lh3,"Boston, MA, USA",United States
lh3_minimap2,mbrcic,"Zagreb, Croatia",Croatia
lh3_minimap2,jmarshall,"Glasgow, Scotland",United Kingdom
lh3_minimap2,ilya-kolpakov,,None
lh3_minimap2,marcus1487,California,United States
lh3_minimap2,mvdbeek,France,France
lh3_minimap2,jts,"Toronto, Canada",Canada
lh3_minimap2,tseemann,"Melbourne, AUSTRALIA",United States
lh3_minimap2,aerijman,Ipswich,Jamaica
lh3_minimap2,armintoepfer,Gelsenkirchen,Germany
lh3_minimap2,cvdelannoy,"Wageningen, The Netherlands",Netherlands
lh3_minimap2,chris-rands,"Cambridge, UK",United Kingdom
lh3_minimap2,corneliusroemer,Switzerland,Switzerland
lh3_minimap2,donkirkby,"Vancouver, Canada",Canada
lh3_minimap2,hasindu2008,Australia,Australia
lh3_minimap2,hasindug,Australia,Australia
lh3_minimap2,hyeshik,"Seoul, South Korea",South Korea
lh3_minimap2,hyphaltip,Riverside,United States
lh3_minimap2,junaruga,Europe,None
lh3_minimap2,kevinxchan,"Vancouver, BC",Canada
lh3_minimap2,MarkBicknellONT,,None
lh3_minimap2,Piezoid,France,France
lh3_minimap2,rikuu,,None
lh3_minimap2,rzlim08,,None
lh3_minimap2,mcshane,"Cambridge, UK",United Kingdom
lh3_minimap2,simonrharris,,None
lh3_minimap2,SWvonDeylen-ONT,,None
lh3_minimap2,TorHou,"University Clinic of Duesseldorf, Microbiology",United States
lh3_minimap2,apregier,,None
lh3_minimap2,cjw85,,None
lh3_minimap2,martinghunt,,None
lh3_minimap2,xdu-diagnoa,"ShenZhen,China",China
lh3_minimap2,zingdle,,None
crj32_spectrum_manuscript,crj32,London,United Kingdom
sdu-hpcl_BGSA,zhangjikai,,None
sdu-hpcl_BGSA,frederic-mahe,"Montpellier, France",France
abadona_qsimscan,abadona,"Walnut Creek, CA",United States
abadona_qsimscan,denis-kaznadzey,,None
Genometric_MSPC,VJalili,,None
Genometric_MSPC,MeriemBahda,Québec,Cuba
Genometric_MSPC,fernandoPalluzzi,"Largo Agostino Gemelli 8, 00168 Roma (RM), Italy",Italy
Genometric_MSPC,dependabot[bot],,None
Genometric_MSPC,marziacremona,"Québec, Quebec (Canada)",Canada
imgag_ngs-bits,marc-sturm,"Tübingen, Germany",Germany
imgag_ngs-bits,axelgschwind,Tübingen,Taiwan
imgag_ngs-bits,leonschuetz,,None
imgag_ngs-bits,c-schroeder,,None
imgag_ngs-bits,flo-lenz,,None
imgag_ngs-bits,jakobmatthes,,None
imgag_ngs-bits,Fohlen,Tübingen,Taiwan
imgag_ngs-bits,ubuntolog,Stuttgart,Germany
imgag_ngs-bits,tstohn,Amsterdam,Netherlands
imgag_ngs-bits,ImgagBot,"Tübingen, Germany",Germany
imgag_ngs-bits,janschleicher,,None
imgag_ngs-bits,Ott-Alexander,,None
imgag_ngs-bits,meissnert,Sioux Falls,United States
imgag_ngs-bits,julianfratte,,None
jminnier_STARTapp,jminnier,"Portland, OR",United States
jminnier_STARTapp,florianduclot,,None
jminnier_STARTapp,aymanm,,None
